Variation Sentence Number,Variation Sentence,Full Code Sentence,Similarity,Added
5.1.1.3.(1),"The handling and discharge of fireworks shall conform to NRCan 2010, Display Fireworks Manual.",The handling and discharge of fireworks shall conform to NRCan 2010 Display Fireworks Manual,0.8571428571428571,True
