National Sentence Text,Matched National Sentence (Variation),P/T Sentence Text,Matched P/T Sentence (Variation),Similarity
"Where the lighting system does not comply with the requirements of Section 4.2.or 4.3., it shall comply with Part 8.",,"Existing rooms are not required to comply with the minimum dimension requirements of Subsection 3.6.1. (Part 3, Division or Section 9.5. (Part 9, Division B).","Existing rooms are not required to comply with the minimum dimension requirements of Subsection 3.6.1. (Part 3, Division or Section 9.5. (Part 9, Division B).",0.4045650878869951
