National Sentence Text,Matched National Sentence (Variation),P/T Sentence Text,Matched P/T Sentence (Variation),Similarity
"The removal, abandonment in place, disposal or temporary taking out of service of an underground storage tank shall be in conformance with good engineering practice. (See Note A-4.3.16.1.(1).)","The removal, abandonment in place, disposal or temporary taking out of service of an underground storage tank shall be in conformance with good engineering practice. (See Note A-4.3.16.1.(1).)","Except as permitted in Article 4.3.17.2., when an underground storage tank system has no further use or has been out of service for 2 years, the owner shall notify the authority having jurisdiction in writing at least 30 days before the removal of an underground storage tank system, storage tanks shall have all flammable liquids and combustible liquids removed from them, storage tanks shall be purged of vapours and removed from the ground (see Note A-4.3.17.1.(1)(c)), and the associated piping shall be purged of vapours and the ends permanently sealed by capping or plugging, or removed from the ground.","Except as permitted in Article 4.3.17.2., when an underground storage tank system has no further use or has been out of service for 2 years, the owner shall notify the authority having jurisdiction in writing at least 30 days before the removal of an underground storage tank system, storage tanks shall have all flammable liquids and combustible liquids removed from them, storage tanks shall be purged of vapours and removed from the ground (see Note A-4.3.17.1.(1)(c)), and the associated piping shall be purged of vapours and the ends permanently sealed by capping or plugging, or removed from the ground.",tensor(0.7920)
