Full Index,NU Full,NU Variations,Similarity
44262,"Where vitrified clay drainage pipe is located less than 600 mm below a basement floor and the floor is constructed of other than 75 mm or more of concrete, the pipe shall be protected by a 75-mm layer of concrete installed above the pipe. (See .)","Where vitrified clay drainage pipe is located less than 600 mm below a basement floor and the floor is constructed of other than 75 mm or more of concrete, the pipe shall be protected by a 75-mm layer of concrete installed above the pipe. (See Note A-2.3.5.2.(1).)",0.9574468085106383
