National Sentence Text,Matched National Sentence (Variation),P/T Sentence Text,Matched P/T Sentence (Variation),Similarity
No water system between the point of connection with the water service pipe or the water meter and the first branch that supplies a water heater that serves more than one fixture shall be sized less than ¾ inch.,No water system between the point of connection with the water service pipe or the water meter and the first branch that supplies a water heater that serves more than one fixture shall be sized less than ¾ inch.,Reserved,,1.0
