Code Year,Province/Territory,Code Book,National Division,National Sentence Number,National Article Title,National Article Title (FR),National Sentence Number (FR),National Sentence Text,P/T Document,P/T Division,P/T Sentence Number,P/T Article Title,P/T Article Title (FR),P/T Sentence Number (FR),P/T Sentence Text,Text Difference Tracked,Difference Type,Variation,Variation Label,Exception,Comments,Code Part,Code Article,Code Section,Code Subsection,Code Sentence,National Sentence Text (FR),P/T Sentence Text (FR),Text Difference Tracked (FR),Difference Type Updated,Exception Updated,Variation Updated,Code Type
2015.0,NS,NFC,Div B,5.1.1.3.(1),Display Fireworks,,,Display Fireworks,NSFCR,Div B,5.1.1.3.(1),Handling and discharge of fireworks and pyrotechnics,,,Handling and Discharge of Fireworks and Pyrotechnics,,Common Sentence,Yes,Handling and Discharge of Fireworks and Pyrotechnics,,,,,,,,,,,,,,Fire
